Prscrbr_NPI,Physician_Name,Specialty,City,State,Brand_Name,Sales_Rep,Sales_Rep_Name,Territory,HCP_Tier,CMS_Volume_Decile,Target_Calls,Actual_Calls,Samples_Dropped,Tot_Clms,Tot_30day_Fills,Tot_Drug_Cst,Rx_Lift_Pct,Delta_Log_Fills,Post_Campaign_Fills,dataset_mode
1001000137,Dr. Joseph Rivera,Pain Management,Las Vegas,NV,Subsys,REP-H351,Hugh Blackwood,TERR-H11,2,5,3,2,3,17,14.7445,27550.6,4.0941,0.037624,15.3482,hybrid
1001000138,Dr. Nancy King,Oncology,Charlotte,NC,Abstral,REP-H224,Hannah Sinclair,TERR-H04,2,6,6,4,0,26,15.7186,23139.87,4.2213,0.038921,16.3821,hybrid
1001000139,Dr. Patricia Gonzalez,Anesthesiology,Miami,FL,Lazanda,REP-H101,Helen Vance,TERR-H01,2,5,9,6,0,17,14.4649,18077.6,3.139,0.028938,14.9189,hybrid
1001000140,Dr. Michelle Davis,Family Practice,Philadelphia,PA,Actiq,REP-H358,Hilda Blackwood,TERR-H06,3,3,2,2,2,32,7.9025,20013.75,3.0735,0.026917,8.1454,hybrid
1001000141,Dr. Donna Thomas,Family Practice,Boston,MA,Subsys,REP-H170,Hope Hayes,TERR-H10,2,5,5,3,1,7,14.9901,37965.33,3.3358,0.030793,15.4901,hybrid
1001000142,Dr. John Campbell,Pain Management,Charlotte,NC,Subsys,REP-H185,Henry Monroe,TERR-H01,2,6,11,6,3,22,15.7123,24251.09,8.21,0.074354,17.0023,hybrid
1001000143,Dr. David Walker,Family Practice,Baltimore,MD,Abstral,REP-H230,Hope Sinclair,TERR-H10,2,6,8,5,6,10,17.2044,22256.46,4.7828,0.044209,18.0273,hybrid
1001000144,Dr. Melissa King,Internal Medicine,Boston,MA,Lazanda,REP-H388,Harvey Carrington,TERR-H12,2,5,11,7,8,11,14.6251,16140.15,7.0995,0.064337,15.6634,hybrid
1001000145,Dr. Sandra Smith,Palliative Care,Seattle,WA,Fentora,REP-H315,Homer Kensington,TERR-H11,3,3,4,3,0,13,8.8232,21111.38,2.5038,0.02224,9.0441,hybrid
1001000146,Dr. Kathleen Allen,Anesthesiology,Miami,FL,Actiq,REP-H116,Hayden Vance,TERR-H04,3,3,7,5,1,25,8.1477,8449.02,5.1035,0.044453,8.5636,hybrid
1001000147,Dr. Jennifer Garcia,Palliative Care,Atlanta,GA,Actiq,REP-H253,Hector Conway,TERR-H09,1,8,13,8,8,17,21.5677,39869.33,9.0835,0.083247,23.5268,hybrid
1001000148,Dr. Susan Anderson,Oncology,Denver,CO,Subsys,REP-H186,Holly Monroe,TERR-H02,2,4,4,3,4,17,9.6571,19192.16,7.352,0.064496,10.3671,hybrid
1001000149,Dr. Elizabeth Wilson,Neurology,Denver,CO,Subsys,REP-H125,Henry Finch,TERR-H01,2,5,6,4,0,17,12.3985,11860.64,1.0909,0.010044,12.5338,hybrid
1001000150,Dr. Joseph Young,Pain Management,Los Angeles,CA,Fentora,REP-H207,Heather Bishop,TERR-H11,1,8,15,9,2,20,23.9249,21381.43,11.3686,0.103571,26.6448,hybrid
1001000151,Dr. Patricia Flores,Pain Management,Columbus,OH,Fentora,REP-H327,Heather Thornton,TERR-H11,1,9,13,10,10,10,26.7665,45668.95,11.8995,0.108594,29.9516,hybrid
1001000152,Dr. Sarah Hill,Oncology,Las Vegas,NV,Abstral,REP-H178,Hilda Hayes,TERR-H06,2,6,10,9,8,22,15.7474,15080.31,8.394,0.075968,17.0692,hybrid
1001000153,Dr. William Young,Anesthesiology,Nashville,TN,Abstral,REP-H291,Hugh Gallagher,TERR-H11,3,3,10,7,3,28,7.1498,15742.38,5.6694,0.04854,7.5552,hybrid
1001000154,Dr. David Nelson,Family Practice,Las Vegas,NV,Lazanda,REP-H174,Hazel Hayes,TERR-H02,2,7,8,5,2,16,19.6973,39987.13,4.2902,0.040018,20.5424,hybrid
1001000155,Dr. James Lopez,Orthopedics,Boston,MA,Abstral,REP-H233,Hector Sinclair,TERR-H01,3,3,2,1,1,25,6.9462,15521.57,-1.3444,-0.011821,6.8528,hybrid
1001000156,Dr. Deborah Flores,Oncology,Seattle,WA,Subsys,REP-H189,Harrison Monroe,TERR-H05,2,5,12,12,10,8,13.7898,18912.8,11.6828,0.103394,15.4008,hybrid
1001000157,Dr. William Hall,Anesthesiology,Houston,TX,Fentora,REP-H103,Howard Vance,TERR-H03,2,4,4,3,0,23,10.4394,21592.56,4.7438,0.042381,10.9346,hybrid
1001000158,Dr. Jennifer Rodriguez,Internal Medicine,Boston,MA,Lazanda,REP-H110,Hope Vance,TERR-H10,2,7,7,1,0,18,20.2251,51318.62,1.7873,0.016887,20.5866,hybrid
1001000159,Dr. Kimberly Ramirez,Anesthesiology,Las Vegas,NV,Subsys,REP-H355,Homer Blackwood,TERR-H03,3,2,2,1,0,16,5.3068,6005.27,0.4579,0.003846,5.3311,hybrid
1001000160,Dr. Linda Rodriguez,Internal Medicine,Houston,TX,Subsys,REP-H124,Hannah Finch,TERR-H12,2,4,7,3,2,10,10.8788,23478.88,3.6863,0.033203,11.2798,hybrid
1001000161,Dr. Donna Green,Pain Management,Los Angeles,CA,Actiq,REP-H266,Holly Mercer,TERR-H10,3,3,2,2,2,17,8.6346,8952.89,3.3349,0.02945,8.9225,hybrid
1001000162,Dr. Jessica Lewis,Oncology,Detroit,MI,Fentora,REP-H115,Homer Vance,TERR-H03,2,5,7,5,1,17,14.5562,27572.1,5.4839,0.05004,15.3544,hybrid
1001000163,Dr. Lisa Nguyen,Oncology,Jacksonville,FL,Subsys,REP-H190,Hope Monroe,TERR-H06,1,8,15,10,9,24,22.3814,25109.64,10.2807,0.093863,24.6823,hybrid
1001000164,Dr. Jennifer Baker,Anesthesiology,Houston,TX,Fentora,REP-H289,Harrison Gallagher,TERR-H09,1,9,11,7,6,33,24.4853,47011.92,8.3303,0.076993,26.525,hybrid
1001000165,Dr. Lisa Clark,Oncology,Portland,OR,Subsys,REP-H211,Hugh Bishop,TERR-H03,2,5,7,4,4,12,12.0386,21016.92,7.5738,0.067592,12.9504,hybrid
1001000166,Dr. Kathleen Lewis,Oncology,Las Vegas,NV,Subsys,REP-H282,Harold Gallagher,TERR-H02,2,5,9,7,1,16,13.3294,30751.11,6.4977,0.058686,14.1955,hybrid
1001000167,Dr. Kimberly Robinson,Oncology,Los Angeles,CA,Subsys,REP-H121,Helen Finch,TERR-H09,1,10,15,12,7,16,31.5962,46691.7,7.2434,0.067857,33.8848,hybrid
1001000168,Dr. Ashley Lopez,Palliative Care,Chicago,IL,Subsys,REP-H182,Harold Monroe,TERR-H10,2,5,5,5,1,18,12.6554,20968.16,6.6281,0.059615,13.4943,hybrid
1001000169,Dr. Betty Smith,Family Practice,Denver,CO,Abstral,REP-H315,Homer Kensington,TERR-H11,2,7,2,2,0,20,18.6408,24966.15,3.1346,0.029316,19.2251,hybrid
1001000170,Dr. David Perez,Oncology,Boston,MA,Subsys,REP-H132,Hilary Finch,TERR-H08,3,1,2,2,2,8,2.7693,3925.37,3.5559,0.025789,2.8677,hybrid
1001000171,Dr. Susan Nelson,Pain Management,Phoenix,AZ,Subsys,REP-H126,Holly Finch,TERR-H02,2,4,8,4,0,22,10.6803,19725.68,4.2811,0.038399,11.1375,hybrid
1001000172,Dr. Mary Flores,Family Practice,Miami,FL,Abstral,REP-H199,Holden Monroe,TERR-H03,3,3,3,2,3,15,8.9967,20739.19,5.1025,0.044898,9.4557,hybrid
1001000173,Dr. Thomas Hernandez,Neurology,Portland,OR,Abstral,REP-H106,Holly Vance,TERR-H06,3,3,4,3,3,16,7.5634,12205.82,4.8587,0.042018,7.9309,hybrid
1001000174,Dr. Nancy Sanchez,Anesthesiology,Phoenix,AZ,Actiq,REP-H112,Hilary Vance,TERR-H12,2,4,4,2,0,14,10.5758,21746.64,0.116,0.001059,10.5881,hybrid
1001000175,Dr. Elizabeth Harris,Pain Management,Seattle,WA,Subsys,REP-H326,Holly Thornton,TERR-H10,2,4,8,5,1,25,9.4914,11807.23,4.466,0.039609,9.9153,hybrid
1001000176,Dr. Betty Lewis,Neurology,Miami,FL,Lazanda,REP-H228,Harvey Sinclair,TERR-H08,2,4,3,2,2,23,9.6441,17925.37,5.8003,0.05122,10.2035,hybrid
1001000177,Dr. David Torres,Pain Management,Boston,MA,Subsys,REP-H190,Hope Monroe,TERR-H06,2,7,13,10,5,8,18.9271,43655.95,11.4762,0.103461,21.0992,hybrid
1001000178,Dr. Ashley Garcia,Internal Medicine,Chicago,IL,Fentora,REP-H316,Hayden Kensington,TERR-H12,1,8,6,5,6,20,21.92,23548.46,6.6625,0.061771,23.3804,hybrid
1001000179,Dr. Emily Williams,Family Practice,Austin,TX,Subsys,REP-H185,Henry Monroe,TERR-H01,2,6,2,1,2,10,16.2696,36420.53,2.3293,0.021707,16.6486,hybrid
1001000180,Dr. Robert Thompson,Pain Management,Las Vegas,NV,Abstral,REP-H115,Homer Vance,TERR-H03,2,4,7,6,3,13,10.9604,17733.16,9.0332,0.079531,11.9505,hybrid
1001000181,Dr. Michael Nelson,Pain Management,Seattle,WA,Lazanda,REP-H299,Holden Gallagher,TERR-H07,2,5,4,3,3,40,12.5005,24197.6,4.0742,0.03703,13.0098,hybrid
1001000182,Dr. Jessica Mitchell,Orthopedics,Detroit,MI,Subsys,REP-H128,Harvey Finch,TERR-H04,2,5,3,2,0,24,14.8236,18784.11,0.8726,0.008141,14.953,hybrid
1001000183,Dr. Nancy Lopez,Palliative Care,Austin,TX,Lazanda,REP-H275,Homer Mercer,TERR-H07,3,3,5,4,2,19,7.9662,14261.77,6.9161,0.059633,8.5171,hybrid
1001000184,Dr. Dorothy Johnson,Pain Management,Detroit,MI,Abstral,REP-H259,Holden Conway,TERR-H03,2,5,8,6,3,23,14.7593,18144.53,7.6456,0.069157,15.8877,hybrid
1001000185,Dr. Jennifer Carter,Neurology,Houston,TX,Actiq,REP-H172,Hilary Hayes,TERR-H12,1,10,14,11,12,21,27.2902,55588.83,6.9386,0.064788,29.1837,hybrid
1001000186,Dr. Margaret Martinez,Family Practice,Jacksonville,FL,Subsys,REP-H273,Hector Mercer,TERR-H05,2,7,7,3,4,21,19.6221,22509.92,1.1669,0.011042,19.851,hybrid
1001000187,Dr. Ashley Moore,Palliative Care,Jacksonville,FL,Abstral,REP-H156,Hayden Sterling,TERR-H08,2,4,5,3,3,23,9.8039,19196.26,6.1108,0.053969,10.403,hybrid
1001000188,Dr. Lisa Hall,Pain Management,Baltimore,MD,Abstral,REP-H311,Hugh Kensington,TERR-H07,1,8,8,4,1,14,21.1566,35306.62,4.218,0.039487,22.049,hybrid
1001000189,Dr. Nancy Torres,Anesthesiology,Miami,FL,Subsys,REP-H230,Hope Sinclair,TERR-H10,2,4,2,1,0,15,10.5587,11560.85,2.5263,0.022815,10.8255,hybrid
1001000190,Dr. Patricia Allen,Anesthesiology,Los Angeles,CA,Actiq,REP-H173,Hector Hayes,TERR-H01,1,8,13,8,1,20,21.5048,44153.88,5.9541,0.055336,22.7852,hybrid
1001000191,Dr. Karen Garcia,Family Practice,Miami,FL,Subsys,REP-H308,Harvey Kensington,TERR-H04,2,4,8,6,2,15,11.1099,27198.63,1.5777,0.01437,11.2852,hybrid
1001000192,Dr. Dorothy Nguyen,Neurology,Nashville,TN,Subsys,REP-H200,Hattie Monroe,TERR-H04,2,4,5,4,5,17,11.9846,12534.42,4.5508,0.041145,12.53,hybrid
1001000193,Dr. Deborah Sanchez,Pain Management,Jacksonville,FL,Abstral,REP-H252,Hilary Conway,TERR-H08,2,4,6,4,5,22,10.0057,20677.44,5.3857,0.047803,10.5446,hybrid
1001000194,Dr. Jessica Martinez,Oncology,Philadelphia,PA,Fentora,REP-H104,Hannah Vance,TERR-H04,2,5,14,10,6,14,12.0471,21480.6,7.3543,0.0657,12.9331,hybrid
1001000195,Dr. Susan Wilson,Orthopedics,Charlotte,NC,Abstral,REP-H246,Holly Conway,TERR-H02,2,4,6,5,1,26,11.8829,16324.2,3.6383,0.033008,12.3152,hybrid
1001000196,Dr. John Harris,Oncology,Boston,MA,Abstral,REP-H330,Hope Thornton,TERR-H02,3,2,4,3,1,24,4.5215,8942.67,5.6255,0.045037,4.7758,hybrid
1001000197,Dr. Patricia Baker,Pain Management,Denver,CO,Subsys,REP-H313,Hector Kensington,TERR-H09,1,8,6,5,6,19,22.2043,44493.5,4.9751,0.046508,23.309,hybrid
1001000198,Dr. Sharon Nelson,Oncology,Atlanta,GA,Actiq,REP-H199,Holden Monroe,TERR-H03,2,5,4,2,3,13,12.4412,27572.19,5.0301,0.045507,13.067,hybrid
1001000199,Dr. Sandra Hernandez,Internal Medicine,Detroit,MI,Subsys,REP-H190,Hope Monroe,TERR-H06,2,7,3,2,0,23,19.0607,34898.73,1.2693,0.011988,19.3026,hybrid
1001000200,Dr. Lisa Lewis,Oncology,Las Vegas,NV,Subsys,REP-H347,Heather Blackwood,TERR-H07,3,2,4,2,0,15,4.5435,9141.18,1.1857,0.009671,4.5973,hybrid
1001000201,Dr. David Thomas,Palliative Care,Miami,FL,Abstral,REP-H377,Hunter Whitman,TERR-H01,2,7,9,6,7,18,19.3138,44030.34,8.3738,0.076606,20.9311,hybrid
1001000202,Dr. Sharon Hill,Palliative Care,Columbus,OH,Subsys,REP-H307,Heather Kensington,TERR-H03,2,6,7,4,3,27,15.1616,36119.43,4.6623,0.042808,15.8684,hybrid
1001000203,Dr. Jessica Clark,Internal Medicine,Las Vegas,NV,Actiq,REP-H166,Holly Hayes,TERR-H06,1,8,9,3,1,23,22.5881,32802.6,2.2956,0.021745,23.1067,hybrid
1001000204,Dr. Patricia Clark,Neurology,Portland,OR,Actiq,REP-H288,Harvey Gallagher,TERR-H08,2,5,14,10,0,10,14.8546,34718.66,6.7271,0.061122,15.8539,hybrid
1001000205,Dr. Jessica Nelson,Palliative Care,Atlanta,GA,Actiq,REP-H287,Heather Gallagher,TERR-H07,2,7,15,7,5,21,19.1664,31127.89,7.8312,0.071789,20.6673,hybrid
1001000206,Dr. James Mitchell,Pain Management,Miami,FL,Abstral,REP-H228,Harvey Sinclair,TERR-H08,2,7,13,11,9,28,18.2125,17346.17,7.8448,0.071729,19.6413,hybrid
1001000207,Dr. Sarah Allen,Family Practice,Boston,MA,Actiq,REP-H239,Holden Sinclair,TERR-H07,3,3,3,2,2,15,7.13,14291.98,4.0523,0.034922,7.4189,hybrid
1001000208,Dr. Donna Hernandez,Neurology,Los Angeles,CA,Actiq,REP-H245,Henry Conway,TERR-H01,3,2,2,1,0,12,5.907,12228.65,-1.6556,-0.014261,5.8092,hybrid
1001000209,Dr. Stephanie Jones,Pain Management,Phoenix,AZ,Actiq,REP-H148,Harvey Sterling,TERR-H12,2,4,11,8,4,21,10.9726,16121.81,9.6102,0.084411,12.0271,hybrid
1001000210,Dr. Stephanie King,Anesthesiology,Phoenix,AZ,Abstral,REP-H160,Hattie Sterling,TERR-H12,2,7,6,4,3,15,18.3592,31106.7,8.9568,0.081526,20.0036,hybrid
1001000211,Dr. Jessica Taylor,Orthopedics,Phoenix,AZ,Abstral,REP-H299,Holden Gallagher,TERR-H07,3,3,5,3,1,16,6.5183,16468.85,2.4314,0.020861,6.6768,hybrid
1001000212,Dr. Amanda Gonzalez,Anesthesiology,Los Angeles,CA,Subsys,REP-H283,Howard Gallagher,TERR-H03,2,6,10,9,7,16,17.3384,35573.4,7.9493,0.072468,18.7167,hybrid
1001000213,Dr. Melissa Anderson,Anesthesiology,Detroit,MI,Fentora,REP-H342,Harold Blackwood,TERR-H02,2,7,7,6,5,21,19.9545,27606.88,6.89,0.063549,21.3293,hybrid
1001000214,Dr. Elizabeth Nguyen,Palliative Care,Miami,FL,Actiq,REP-H366,Holly Whitman,TERR-H02,2,5,13,7,7,17,12.8382,21597.72,8.5215,0.076088,13.9322,hybrid
1001000215,Dr. Sarah Jones,Family Practice,Baltimore,MD,Fentora,REP-H156,Hayden Sterling,TERR-H08,2,5,6,5,1,21,14.7606,17963.78,3.0112,0.027811,15.205,hybrid
1001000216,Dr. Carol Martin,Neurology,Detroit,MI,Subsys,REP-H302,Harold Kensington,TERR-H10,2,6,9,6,0,13,16.4132,38047.97,2.8955,0.026927,16.8885,hybrid
1001000217,Dr. Linda Hill,Palliative Care,New York,NY,Fentora,REP-H219,Holden Bishop,TERR-H11,1,9,14,11,11,14,25.1113,53251.1,10.5608,0.096731,27.7632,hybrid
1001000218,Dr. Michelle Campbell,Pain Management,Boston,MA,Fentora,REP-H220,Hattie Bishop,TERR-H12,2,6,8,6,0,17,16.1404,38987.4,2.2088,0.020586,16.4969,hybrid
1001000219,Dr. Michael Lopez,Pain Management,Jacksonville,FL,Fentora,REP-H378,Hilda Whitman,TERR-H02,2,4,8,6,2,5,10.8529,27975.38,1.935,0.017562,11.0629,hybrid
1001000220,Dr. Melissa Lee,Neurology,Las Vegas,NV,Subsys,REP-H236,Hayden Sinclair,TERR-H04,2,5,5,3,0,22,13.7892,20245.86,3.2772,0.030098,14.2411,hybrid
1001000221,Dr. Richard Green,Anesthesiology,Seattle,WA,Abstral,REP-H144,Hannah Sterling,TERR-H08,2,7,16,12,4,21,19.5492,39327.53,4.5332,0.042222,20.4354,hybrid
1001000222,Dr. Carol Green,Internal Medicine,Atlanta,GA,Abstral,REP-H349,Harrison Blackwood,TERR-H09,2,4,10,8,9,22,9.2309,10845.14,7.9236,0.069052,9.9624,hybrid
1001000223,Dr. David Lee,Anesthesiology,Denver,CO,Abstral,REP-H360,Hattie Blackwood,TERR-H08,2,4,6,3,0,11,10.86,20952.7,3.1376,0.028326,11.2008,hybrid
1001000224,Dr. Barbara Nelson,Internal Medicine,Baltimore,MD,Actiq,REP-H137,Hunter Finch,TERR-H01,2,4,6,5,5,15,10.8487,22747.09,5.0091,0.044843,11.3921,hybrid
1001000225,Dr. Richard Nelson,Anesthesiology,Baltimore,MD,Subsys,REP-H370,Hope Whitman,TERR-H06,1,8,16,11,1,14,22.2671,25127.24,6.2974,0.058521,23.6693,hybrid
1001000226,Dr. Sarah Thompson,Neurology,Los Angeles,CA,Subsys,REP-H154,Hazel Sterling,TERR-H06,2,4,4,2,0,23,10.9719,10827.31,2.0268,0.018405,11.1942,hybrid
1001000227,Dr. Barbara Johnson,Oncology,Philadelphia,PA,Fentora,REP-H382,Harold Carrington,TERR-H06,2,4,5,2,2,16,10.8876,15269.1,5.1302,0.045916,11.4461,hybrid
1001000228,Dr. Lisa Mitchell,Neurology,Charlotte,NC,Subsys,REP-H207,Heather Bishop,TERR-H11,2,6,9,3,2,16,15.625,20252.37,6.0987,0.055736,16.5779,hybrid
1001000229,Dr. Thomas Hall,Pain Management,Columbus,OH,Subsys,REP-H225,Henry Sinclair,TERR-H05,2,4,2,2,2,5,10.6848,26763.82,3.224,0.029055,11.0293,hybrid
1001000230,Dr. William Jackson,Pain Management,New York,NY,Actiq,REP-H285,Henry Gallagher,TERR-H05,2,7,16,10,4,26,18.3363,29117.24,8.6696,0.079007,19.926,hybrid
1001000231,Dr. Elizabeth Hall,Oncology,Denver,CO,Actiq,REP-H312,Hilary Kensington,TERR-H08,3,2,6,4,2,12,5.3066,9486.73,3.9794,0.032936,5.5178,hybrid
1001000232,Dr. Sarah Campbell,Orthopedics,Atlanta,GA,Fentora,REP-H231,Hugh Sinclair,TERR-H11,3,2,2,1,1,20,5.8048,12466.2,2.4469,0.020658,5.9469,hybrid
1001000233,Dr. Deborah Perez,Pain Management,Denver,CO,Subsys,REP-H363,Howard Whitman,TERR-H11,2,4,7,5,1,19,10.4402,11400.22,8.5283,0.074949,11.3306,hybrid
1001000234,Dr. Linda Ramirez,Anesthesiology,Houston,TX,Abstral,REP-H296,Hayden Gallagher,TERR-H04,2,5,5,2,1,19,14.9997,27676.07,3.1423,0.029033,15.471,hybrid
1001000235,Dr. Richard Miller,Oncology,Denver,CO,Actiq,REP-H303,Howard Kensington,TERR-H11,1,9,16,7,1,27,25.2562,28826.62,4.846,0.04556,26.4802,hybrid
1001000236,Dr. Stephanie Rivera,Family Practice,Seattle,WA,Actiq,REP-H305,Henry Kensington,TERR-H01,2,6,4,3,2,20,16.3079,36335.6,4.5242,0.041744,17.0457,hybrid
1001000237,Dr. Jessica Lewis,Oncology,Philadelphia,PA,Subsys,REP-H386,Holly Carrington,TERR-H10,2,5,12,8,8,13,12.1369,20745.54,7.6645,0.068416,13.0671,hybrid
1001000238,Dr. Barbara Brown,Pain Management,Atlanta,GA,Lazanda,REP-H101,Helen Vance,TERR-H01,2,6,7,5,3,17,15.0755,26585.46,6.7631,0.061494,16.0951,hybrid
1001000239,Dr. Kathleen Campbell,Oncology,Miami,FL,Subsys,REP-H334,Hazel Thornton,TERR-H06,1,8,14,12,7,14,21.8462,19962.95,7.7602,0.071581,23.5416,hybrid
1001000240,Dr. Robert White,Family Practice,Portland,OR,Abstral,REP-H196,Hayden Monroe,TERR-H12,2,5,5,4,1,11,13.4843,18615.92,3.3679,0.030872,13.9385,hybrid
1001000241,Dr. Jessica Lopez,Oncology,Miami,FL,Abstral,REP-H197,Hunter Monroe,TERR-H01,2,5,9,5,6,22,14.628,12538.51,6.1002,0.055528,15.5204,hybrid
1001000242,Dr. Carol Flores,Neurology,Chicago,IL,Subsys,REP-H112,Hilary Vance,TERR-H12,2,6,5,3,4,36,17.9107,27857.49,6.0158,0.055413,18.9881,hybrid
1001000243,Dr. Robert Thompson,Family Practice,New York,NY,Fentora,REP-H238,Hilda Sinclair,TERR-H06,3,3,6,4,4,19,7.2089,16766.59,2.472,0.021476,7.3871,hybrid
1001000244,Dr. Rebecca Harris,Oncology,New York,NY,Abstral,REP-H339,Holden Thornton,TERR-H11,2,5,8,6,5,18,13.0784,23643.45,7.8568,0.070446,14.1059,hybrid
1001000245,Dr. Michelle Brown,Oncology,Chicago,IL,Subsys,REP-H314,Hazel Kensington,TERR-H10,2,6,10,6,0,23,17.4791,20357.4,2.2029,0.020623,17.8641,hybrid
1001000246,Dr. Betty Mitchell,Palliative Care,Columbus,OH,Abstral,REP-H232,Hilary Sinclair,TERR-H12,3,3,2,2,1,15,6.8453,15197.47,3.3701,0.028981,7.076,hybrid
1001000247,Dr. Sandra Baker,Neurology,Austin,TX,Subsys,REP-H119,Holden Vance,TERR-H07,2,4,3,3,1,28,9.4797,10770.83,2.7907,0.024931,9.7442,hybrid
1001000248,Dr. Joseph Martin,Pain Management,Chicago,IL,Subsys,REP-H111,Hugh Vance,TERR-H11,2,6,9,5,5,11,16.9716,38150.27,8.2427,0.074959,18.3705,hybrid
1001000249,Dr. Margaret Rivera,Pain Management,Houston,TX,Actiq,REP-H227,Heather Sinclair,TERR-H07,2,7,12,10,4,34,19.856,25166.69,10.0123,0.091049,21.8441,hybrid
1001000250,Dr. Elizabeth Moore,Anesthesiology,Atlanta,GA,Fentora,REP-H243,Howard Conway,TERR-H11,1,8,14,7,4,32,21.5402,23947.48,5.3521,0.049882,22.6931,hybrid
1001000251,Dr. Linda Perez,Pain Management,Seattle,WA,Fentora,REP-H136,Hayden Finch,TERR-H12,2,4,5,2,1,16,11.2775,17692.24,3.1443,0.028473,11.6321,hybrid
1001000252,Dr. Karen Young,Pain Management,Austin,TX,Actiq,REP-H226,Holly Sinclair,TERR-H06,2,6,9,6,0,11,16.8771,22232.03,2.9729,0.02768,17.3789,hybrid
1001000253,Dr. Michelle Rivera,Anesthesiology,Las Vegas,NV,Lazanda,REP-H271,Hugh Mercer,TERR-H03,2,5,6,4,5,15,13.6751,27959.95,7.0062,0.063245,14.6333,hybrid
1001000254,Dr. Linda Jackson,Palliative Care,Las Vegas,NV,Lazanda,REP-H152,Hilary Sterling,TERR-H04,3,3,3,2,1,14,8.4077,18086.57,3.8495,0.033824,8.7314,hybrid
1001000255,Dr. Emily Young,Anesthesiology,Phoenix,AZ,Fentora,REP-H105,Henry Vance,TERR-H05,2,4,6,5,0,26,11.4248,11411.71,5.3874,0.04835,12.0403,hybrid
1001000256,Dr. Donna Baker,Family Practice,Jacksonville,FL,Actiq,REP-H201,Helen Bishop,TERR-H05,2,5,7,3,3,19,14.0944,12192.9,2.4377,0.022507,14.438,hybrid
1001000257,Dr. Joseph Anderson,Anesthesiology,Charlotte,NC,Subsys,REP-H278,Hilda Mercer,TERR-H10,2,4,6,5,2,21,10.0871,23558.52,6.0171,0.053298,10.6941,hybrid
1001000258,Dr. James Mitchell,Family Practice,Baltimore,MD,Fentora,REP-H227,Heather Sinclair,TERR-H07,2,4,8,4,1,9,11.6441,11741.91,1.9331,0.017646,11.8692,hybrid
1001000259,Dr. Thomas Torres,Neurology,Las Vegas,NV,Abstral,REP-H362,Harold Whitman,TERR-H10,2,5,6,4,2,22,12.5013,30738.1,4.4598,0.040465,13.0588,hybrid
1001000260,Dr. Betty Martinez,Pain Management,Detroit,MI,Fentora,REP-H195,Homer Monroe,TERR-H11,2,6,9,5,0,19,17.7826,28740.78,5.9256,0.054584,18.8363,hybrid
1001000261,Dr. Robert Mitchell,Orthopedics,Columbus,OH,Subsys,REP-H253,Hector Conway,TERR-H09,2,7,6,3,0,17,19.9259,33585.12,1.6037,0.015155,20.2454,hybrid
1001000262,Dr. Elizabeth Moore,Family Practice,New York,NY,Abstral,REP-H322,Harold Thornton,TERR-H06,2,7,11,8,0,17,18.0789,36584.75,4.2064,0.039085,18.8393,hybrid
1001000263,Dr. Sandra Lewis,Pain Management,Miami,FL,Subsys,REP-H193,Hector Monroe,TERR-H09,1,10,16,14,6,16,30.6145,38122.92,8.4657,0.078792,33.2063,hybrid
1001000264,Dr. John Walker,Pain Management,Miami,FL,Actiq,REP-H237,Hunter Sinclair,TERR-H05,3,3,2,2,1,19,8.9673,11980.61,4.106,0.036275,9.3355,hybrid
1001000265,Dr. Richard Young,Palliative Care,Las Vegas,NV,Actiq,REP-H101,Helen Vance,TERR-H01,2,6,16,13,8,25,15.2392,31889.21,9.2065,0.082865,16.6422,hybrid
1001000266,Dr. Nancy Rivera,Palliative Care,Baltimore,MD,Abstral,REP-H251,Hugh Conway,TERR-H07,2,6,11,6,1,16,15.4845,17578.38,5.7885,0.052946,16.3808,hybrid
1001000267,Dr. Elizabeth Sanchez,Anesthesiology,Philadelphia,PA,Lazanda,REP-H164,Hannah Hayes,TERR-H04,1,9,16,12,4,17,26.6675,41763.55,8.4386,0.078198,28.9179,hybrid
1001000268,Dr. William Walker,Pain Management,Baltimore,MD,Lazanda,REP-H128,Harvey Finch,TERR-H04,1,9,14,11,11,41,25.3053,43903.64,14.7165,0.132405,29.0294,hybrid
1001000269,Dr. Laura Brown,Internal Medicine,Columbus,OH,Subsys,REP-H154,Hazel Sterling,TERR-H06,1,8,12,8,3,14,23.721,33996.38,5.0751,0.047549,24.9249,hybrid
1001000270,Dr. Lisa Rodriguez,Neurology,Las Vegas,NV,Fentora,REP-H129,Harrison Finch,TERR-H05,2,6,6,4,2,10,17.9953,29513.05,6.2817,0.057806,19.1257,hybrid
1001000271,Dr. Melissa Williams,Pain Management,Las Vegas,NV,Lazanda,REP-H183,Howard Monroe,TERR-H11,2,6,9,5,6,16,15.3958,23267.18,9.2229,0.083057,16.8157,hybrid
1001000272,Dr. Kathleen Jackson,Pain Management,Denver,CO,Fentora,REP-H162,Harold Hayes,TERR-H02,3,3,2,2,2,19,6.954,8800.39,5.2675,0.045023,7.3203,hybrid
1001000273,Dr. Dorothy Harris,Anesthesiology,Jacksonville,FL,Actiq,REP-H151,Hugh Sterling,TERR-H03,3,2,6,5,3,22,4.8468,7632.28,6.0429,0.048879,5.1397,hybrid
