Prscrbr_NPI,Physician_Name,Specialty,City,State,Brand_Name,Sales_Rep,Sales_Rep_Name,Territory,HCP_Tier,CMS_Volume_Decile,Target_Calls,Actual_Calls,Samples_Dropped,Tot_Clms,Tot_30day_Fills,Tot_Drug_Cst,Rx_Lift_Pct,Delta_Log_Fills,Post_Campaign_Fills,dataset_mode,Compliance_Pct,Monthly_Call_Frequency,Sample_Velocity,Log_Baseline_Fills,Diminishing_Call_Log,Tier_Compliance_Interaction,Sample_Call_Ratio,Baseline_Volume_Saturation,Compliance_Pct_raw,Monthly_Call_Frequency_raw,Sample_Velocity_raw,Log_Baseline_Fills_raw,Diminishing_Call_Log_raw,Tier_Compliance_Interaction_raw,Sample_Call_Ratio_raw,Tot_30day_Fills_raw,Tot_Drug_Cst_raw,Tot_Clms_raw
2001000169,Dr. Susan Sanchez,Pain Management,Charlotte,NC,Fentora,REP-S680,Sloan Kowalski,TERR-S12,1,6.0,14,7,6,-1.1500101099873188,0.012770782285687248,-0.3526040671317709,11.0813,0.09885734573731142,16.7131,synthetic,-1.1244163254332475,1.4756291114831046,0.319132438087027,0.1954963136313717,1.4293166337302035,-0.36513599984404566,0.319132438087027,1.016138738711536,50.0,2.3333333333333335,0.8571428571428571,2.775447133088262,2.0794415416798357,300.0,0.8571428571428571,15.0458,21493.03,13.0
2001000170,Dr. Deborah Robinson,Family Practice,Denver,CO,Subsys,REP-S530,Sadie Patel,TERR-S02,3,1.0,2,2,1,0.42427138133858616,-1.8377371099437174,-1.5742737761824601,2.488,0.019803780765903056,4.2017,synthetic,1.7318818569804533,-0.752669882367221,-0.3674128040316846,-2.7749367215723892,-0.77509632596926,-1.2282895345443523,-0.3674128040316846,0.287040329602818,100.0,0.6666666666666666,0.5,1.6291817144706968,1.0986122886681098,100.0,0.5,4.0997,5048.11,22.0
2001000171,Dr. Susan Torres,Neurology,Phoenix,AZ,Abstral,REP-S603,Sean O'Connor,TERR-S05,3,8.0,3,2,2,-0.10048911577004885,0.6203593631201838,0.15124037850287686,2.9031,0.027178492968381374,19.1809,synthetic,-0.1723169312953478,-0.752669882367221,0.5937505349345118,0.7192468702538668,-0.77509632596926,0.6418764573063119,0.5937505349345118,1.2757677329159194,66.66666666666666,0.6666666666666666,1.0,2.9775581195750807,1.0986122886681098,533.3333333333333,1.0,18.6398,28275.29,19.0
2001000172,Dr. Richard Wright,Pain Management,Jacksonville,FL,Lazanda,REP-S572,Sienna Kapoor,TERR-S02,2,7.0,8,7,2,-1.4998504413930756,0.25347323676319305,1.1273061082275309,4.2302,0.03910600182113999,17.1663,synthetic,1.017807311377028,1.4756291114831046,-0.7793399493029116,0.4158044907780853,1.4293166337302035,0.9835413981251836,-0.7793399493029116,1.112297024490789,87.5,2.3333333333333335,0.2857142857142857,2.8604622274900207,2.0794415416798357,612.5,0.2857142857142857,16.4696,41414.13,11.0
2001000173,Dr. Emily King,Pain Management,New York,NY,Subsys,REP-S649,Seth Dubois,TERR-S09,3,1.0,5,4,5,0.7741117127443429,-1.2114678006222395,-1.335392170207709,9.026,0.07696777190778636,8.5086,synthetic,0.589362584014973,0.13864971517290903,1.07433220441761,-1.3599097008039727,0.37298385385674826,-1.314604888014383,1.07433220441761,0.5270673506661373,80.0,1.3333333333333333,1.25,2.1752288803530315,1.6094379124341003,80.0,1.25,7.8042,8263.7,24.0
2001000174,Dr. James Allen,Oncology,Phoenix,AZ,Actiq,REP-S549,Seth Chen,TERR-S07,1,5.0,12,8,6,0.0744310499328295,-0.2773975649998803,0.3351655237186564,10.4242,0.09255043923689321,14.7189,synthetic,-0.1723169312953478,1.9212889102531692,0.11316886545141361,-0.09767859992286376,1.6940339119276273,-0.22127707739399485,0.11316886545141361,0.889994956020056,66.66666666666666,2.6666666666666665,0.75,2.6623133707611264,2.1972245773362196,333.33333333333326,0.75,13.3294,30751.11,20.0
2001000175,Dr. Barbara Williams,Internal Medicine,Houston,TX,Subsys,REP-S691,Silas Larsson,TERR-S09,3,6.0,5,2,1,-0.45032944717580553,-0.0733972476673854,-0.6818510413045036,1.7906,0.016615717778845518,14.7964,synthetic,-1.6956759619159878,-0.752669882367221,-0.3674128040316846,0.11184386429260587,-0.77509632596926,-0.6240820602541377,-0.3674128040316846,0.9620894629811213,40.0,0.6666666666666666,0.5,2.7431663481914876,1.0986122886681098,240.0,0.5,14.5361,17061.03,17.0
2001000176,Dr. Thomas Davis,Pain Management,Austin,TX,Fentora,REP-S616,Sasha O'Connor,TERR-S04,2,5.0,8,6,1,-0.2754092814729272,-0.29854651643627295,0.07781503456496036,3.6054,0.03296853510271491,13.6804,synthetic,0.30373276577360286,1.0299693127130392,-1.0081883633424822,-0.12040164724569907,1.1292049358741694,-0.04145342433143062,-1.0081883633424822,0.891770510545716,75.0,2.0,0.16666666666666666,2.6535447356688393,1.9459101490553132,375.0,0.16666666666666666,13.2043,27286.91,18.0
2001000177,Dr. Ashley Robinson,Pain Management,Seattle,WA,Subsys,REP-S708,Serena Rossi,TERR-S12,1,2.0,11,6,1,-1.1500101099873188,-0.8605913121631419,-0.8752613520578224,3.4667,0.03099529178683147,10.2222,synthetic,-0.8647528543047296,1.0299693127130392,-1.0081883633424822,-0.8113884611871096,1.1292049358741694,-1.1890552829670658,-1.0081883633424822,0.667239089769129,54.54545454545454,2.0,0.16666666666666666,2.386898667518228,1.9459101490553132,109.09090909090908,0.16666666666666666,9.8797,14457.53,13.0
2001000178,Dr. David Ramirez,Family Practice,Seattle,WA,Abstral,REP-S725,Simon Santos,TERR-S01,3,8.0,5,4,0,-0.2754092814729272,0.6205284194865814,-0.09459092386940575,1.5464,0.014566922056912457,18.929,synthetic,0.589362584014973,0.13864971517290903,-1.328576142997881,0.7193788132854965,0.37298385385674826,1.1022250091464758,-1.328576142997881,1.3051348576871988,80.0,1.3333333333333333,0.0,2.9776090352943014,1.6094379124341003,640.0,0.0,18.6408,24966.15,18.0
2001000179,Dr. Thomas Martinez,Emergency Medicine,Denver,CO,Actiq,REP-S611,Silas O'Connor,TERR-S13,3,10.0,3,2,0,-0.2754092814729272,2.26799961567196,2.5311195224126233,1.4132,0.013560446416213345,28.7871,synthetic,-0.1723169312953478,-0.752669882367221,-1.328576142997881,1.7634695374465703,-0.77509632596926,1.217312147106516,-1.328576142997881,1.9424673671038901,66.66666666666666,0.6666666666666666,0.0,3.380514967466953,1.0986122886681098,666.6666666666665,0.0,28.3859,60310.89,18.0
2001000180,Dr. Sharon Taylor,Palliative Care,Miami,FL,Subsys,REP-S680,Sloan Kowalski,TERR-S12,2,7.0,5,2,1,0.24935121563570783,0.4442871575166419,0.7686505149966396,3.7653,0.03501214740943048,18.261,synthetic,-1.6956759619159878,-0.752669882367221,-0.3674128040316846,0.5780467808255503,-0.77509632596926,-0.4514513533140763,-0.3674128040316846,1.1227648408364497,40.0,0.6666666666666666,0.5,2.923070178692655,1.0986122886681098,280.0,0.5,17.5983,36586.26,21.0
2001000183,Dr. Nancy Thomas,Oncology,Columbus,OH,Actiq,REP-S586,Stella Nakamura,TERR-S02,2,5.0,8,3,1,2.1734730383673697,-0.31367706122889594,-0.689626083794783,6.3147,0.05701907047760413,13.943,synthetic,-1.8384908710366727,-0.3070100835971559,-0.6878005836870834,-0.13678148537280096,-0.12853109880191332,-0.8506598631129682,-0.6878005836870834,0.8756662602376574,37.5,1.0,0.3333333333333333,2.647223892281652,1.3862943611198906,187.5,0.3333333333333333,13.1148,16956.37,32.0
2001000184,Dr. Thomas Garcia,Neurology,Denver,CO,Abstral,REP-S833,Spencer Alvarez,TERR-S11,3,3.0,3,2,1,-1.1500101099873188,-0.7429111755134777,-0.3337637410668009,2.8254,0.025493374388846135,10.8747,synthetic,-0.1723169312953478,-0.752669882367221,-0.3674128040316846,-0.6506748557007986,-0.77509632596926,-0.7967127671941991,-0.3674128040316846,0.7238416930316945,66.66666666666666,0.6666666666666666,0.5,2.448916712054845,1.0986122886681098,199.99999999999997,0.5,10.5758,21746.64,13.0
2001000185,Dr. Kimberly Rodriguez,Pain Management,Denver,CO,Abstral,REP-S800,Sloan Gomez,TERR-S06,2,2.0,5,3,1,-1.3249302756901973,-0.8398311903694646,-0.2114520560133364,1.8427,0.01661199210788844,10.1868,synthetic,-0.5531566889505074,-0.3070100835971559,-0.6878005836870834,-0.7823029625140157,-0.12853109880191332,-1.1419741810743218,-0.6878005836870834,0.6755325561925679,60.0,1.0,0.3333333333333333,2.3981225197031093,1.3862943611198906,120.0,0.3333333333333333,10.0025,23393.08,12.0
2001000186,Dr. Laura Hernandez,Anesthesiology,New York,NY,Subsys,REP-S729,Seth Santos,TERR-S05,3,6.0,3,2,3,-0.2754092814729272,-0.06203665984543797,-0.7625923243255721,3.7858,0.03482144658042641,15.1562,synthetic,-0.1723169312953478,-0.752669882367221,1.5549138739007082,0.12302856271058187,-0.77509632596926,0.06644076750610747,1.5549138739007082,0.9800545913753257,66.66666666666666,0.6666666666666666,1.5,2.7474824303459244,1.0986122886681098,399.99999999999994,1.5,14.6033,15974.17,18.0
2001000187,Dr. Laura Wright,Palliative Care,Baltimore,MD,Subsys,REP-S824,Sarah Alvarez,TERR-S02,3,2.0,3,2,3,0.24935121563570783,-1.1185037047399662,-0.7002211206757656,3.6914,0.032427314711307886,8.6624,synthetic,-0.1723169312953478,-0.752669882367221,1.5549138739007082,-1.202907434725268,-0.77509632596926,-1.0844306120943012,1.5549138739007082,0.5329883998358811,66.66666666666666,0.6666666666666666,1.5,2.2358147498601917,1.0986122886681098,133.33333333333331,1.5,8.3541,16813.75,21.0
2001000188,Dr. Karen Miller,Internal Medicine,Chicago,IL,Subsys,REP-S832,Sienna Alvarez,TERR-S10,3,5.0,2,2,2,1.823632706961613,-0.17660615935337873,0.7048403416063711,2.6875,0.024768432953666153,14.2999,synthetic,1.7318818569804533,-0.752669882367221,0.5937505349345118,0.007958525627738638,-0.77509632596926,0.4980175348562611,0.5937505349345118,0.921682777752623,100.0,0.6666666666666666,1.0,2.703077859475652,1.0986122886681098,500.0,1.0,13.9256,35727.31,30.0
2001000189,Dr. Lisa Lopez,Internal Medicine,Philadelphia,PA,Subsys,REP-S647,Scott Dubois,TERR-S07,3,3.0,5,4,3,-0.2754092814729272,-0.6639956636788803,-0.9062783188124703,6.6952,0.059579744284321556,11.7819,synthetic,0.589362584014973,0.13864971517290903,0.11316886545141361,-0.5482273229703225,0.37298385385674826,-0.6240820602541377,0.11316886545141361,0.7308679153222206,80.0,1.3333333333333333,0.75,2.4884503634113653,1.6094379124341003,240.0,0.75,11.0426,14040.01,18.0
2001000190,Dr. Carol Johnson,Orthopedics,Miami,FL,Actiq,REP-S628,Serena Novak,TERR-S02,3,8.0,3,2,1,-1.1500101099873188,0.7445819811494514,0.03500029886438039,2.1743,0.020462016208762535,19.7958,synthetic,-0.1723169312953478,-0.752669882367221,-0.3674128040316846,0.8144313704159261,-0.77509632596926,0.6418764573063119,-0.3674128040316846,1.2650561685146549,66.66666666666666,0.6666666666666666,0.5,3.0142890270323774,1.0986122886681098,533.3333333333333,0.5,19.3746,26710.58,13.0
2001000191,Dr. Robert Jackson,Palliative Care,Phoenix,AZ,Subsys,REP-S629,Seth Novak,TERR-S03,3,5.0,2,1,1,0.9490318784472211,-0.1585002225121503,-0.8158408906946,1.3371,0.012402234795999778,14.2203,synthetic,-1.1244163254332475,-1.198329681137286,0.5937505349345118,0.026486960142154972,-1.6863788313340304,-0.5809243835191223,0.5937505349345118,0.8952809181571885,50.0,0.3333333333333333,1.0,2.7102278283499843,0.6931471805599453,250.0,1.0,14.0327,15257.39,25.0
2001000192,Dr. Betty Miller,Anesthesiology,Atlanta,GA,Subsys,REP-S713,Spencer Rossi,TERR-S03,3,9.0,3,2,0,-0.10048911577004885,1.1174019859670121,-0.5103365457965977,3.26,0.030680530295469577,22.2834,synthetic,-0.1723169312953478,-0.752669882367221,-1.328576142997881,1.0807524810434783,-0.77509632596926,0.9295943022064139,-1.328576142997881,1.4482671777215006,66.66666666666666,0.6666666666666666,0.0,3.1170601300137464,1.0986122886681098,599.9999999999999,0.0,21.5799,19369.79,19.0
2001000195,Dr. Betty Brown,Oncology,Phoenix,AZ,Fentora,REP-S845,Simon Kim,TERR-S09,3,9.0,3,2,3,1.1239520441500994,0.93970683924605,-0.2520485347985741,2.9222,0.027479315881378863,21.1286,synthetic,-0.1723169312953478,-0.752669882367221,1.5549138739007082,0.9572241495675095,-0.77509632596926,0.9295943022064139,1.5549138739007082,1.3706939887125096,66.66666666666666,0.6666666666666666,1.5,3.0693915736408814,1.0986122886681098,599.9999999999999,1.5,20.5288,22846.61,26.0
2001000196,Dr. Melissa Scott,Pain Management,Boston,MA,Abstral,REP-S520,Sloan Brooks,TERR-S06,2,8.0,6,5,1,0.0744310499328295,0.6559457282469677,0.9666919756529204,3.9936,0.037222429541511115,19.6031,synthetic,0.7797824628425536,0.5843095139429743,-0.9441108074114024,0.7468737954254735,0.7827514065628568,1.2173121471065171,-0.9441108074114024,1.2730808641836304,83.33333333333334,1.6666666666666667,0.2,2.98821912036912,1.791759469228055,666.6666666666667,0.2,18.8503,39252.1,20.0
2001000197,Dr. Michelle Perez,Palliative Care,Las Vegas,NV,Subsys,REP-S797,Stanley Gomez,TERR-S03,3,3.0,3,2,0,-0.6252496128786839,-0.754947988801017,-0.6676507797717602,3.7772,0.033909084865903605,10.9014,synthetic,-0.1723169312953478,-0.752669882367221,-1.328576142997881,-0.6666631675849248,-0.77509632596926,-0.7967127671941991,-1.328576142997881,0.6701894812027622,66.66666666666666,0.6666666666666666,0.0,2.442746955390531,1.0986122886681098,199.99999999999997,0.0,10.5046,17252.18,16.0
2001000198,Dr. Sandra Williams,Pain Management,Jacksonville,FL,Abstral,REP-S668,Serena Kowalski,TERR-S14,3,6.0,5,2,2,1.823632706961613,-0.12139235008778412,0.30154548521874386,5.1322,0.04684569801759508,14.9837,synthetic,-1.6956759619159878,-0.752669882367221,0.5937505349345118,0.06405171480585871,-0.77509632596926,-0.6240820602541377,0.5937505349345118,0.9625418742682046,40.0,0.6666666666666666,1.0,2.7247237549436982,1.0986122886681098,240.0,1.0,14.2522,30298.55,30.0
2001000199,Dr. Michelle Rivera,Oncology,Chicago,IL,Fentora,REP-S658,Summer Dubois,TERR-S04,1,3.0,12,11,0,-0.45032944717580553,-0.723216108828108,-1.006981685414305,5.6736,0.050579321995095405,11.2989,synthetic,1.2558321599115025,3.258268306563364,-1.328576142997881,-0.6247251041478548,2.340599139094974,-0.473030191681584,-1.328576142997881,0.7139175858068063,91.66666666666666,3.6666666666666665,0.0,2.4589305054897865,2.4849066497880004,275.0,0.0,10.6923,12684.44,17.0
2001000200,Dr. Sharon Mitchell,Neurology,Philadelphia,PA,Abstral,REP-S783,Sean Gomez,TERR-S03,3,5.0,4,3,0,1.1239520441500994,-0.34116562640521475,-0.9436402729462006,1.4351,0.013229005822496198,13.138,synthetic,0.30373276577360286,-0.3070100835971559,-1.328576142997881,-0.16680724314347872,-0.12853109880191332,-0.04145342433143062,-1.328576142997881,0.8864901356384495,75.0,1.0,0.0,2.635637201926266,1.3862943611198906,375.0,0.0,12.9522,13537.08,26.0
2001000201,Dr. Richard Smith,Neurology,Phoenix,AZ,Subsys,REP-S692,Sienna Larsson,TERR-S10,3,6.0,3,3,1,0.0744310499328295,0.03342947025952562,-0.2918738981524235,2.5748,0.023871624219194754,15.5586,synthetic,1.7318818569804533,-0.3070100835971559,-0.6878005836870834,0.215156874470591,-0.12853109880191332,0.9295943022064145,-0.6878005836870834,1.0381465988298515,100.0,1.0,0.3333333333333333,2.7830339801013197,1.3862943611198906,600.0,0.3333333333333333,15.168,22310.52,20.0
2001000202,Dr. Melissa Scott,Oncology,Houston,TX,Abstral,REP-S536,Sasha Patel,TERR-S08,3,3.0,5,4,4,1.9985528726644912,-0.6935805277985345,-0.18940617784196914,6.0807,0.0541860694365619,11.5284,synthetic,0.589362584014973,0.13864971517290903,0.5937505349345118,-0.5861611942530757,0.37298385385674826,-0.6240820602541377,0.5937505349345118,0.72562224736624,80.0,1.3333333333333333,1.0,2.4738119977823865,1.6094379124341003,240.0,1.0,10.8676,23689.84,31.0
2001000204,Dr. Mary Sanchez,Oncology,Phoenix,AZ,Abstral,REP-S773,Spencer Muller,TERR-S07,1,10.0,12,11,11,-0.6252496128786839,1.6703684548183073,0.8645852978276827,9.0141,0.08310413222353308,27.0909,synthetic,1.2558321599115025,3.258268306563364,0.5937505349345118,1.4313208461489784,2.340599139094974,2.2962540654818997,0.5937505349345118,1.6592709839199968,91.66666666666666,3.6666666666666665,1.0,3.252341548251194,2.4849066497880004,916.6666666666665,1.0,24.8508,37877.64,16.0
2001000205,Dr. Patricia Davis,Pain Management,Charlotte,NC,Abstral,REP-S567,Scott Kapoor,TERR-S11,3,1.0,2,1,0,0.42427138133858616,-1.2136486277487741,-1.1163701295771808,0.5663,0.005003783126058092,7.8354,synthetic,-1.1244163254332475,-1.198329681137286,-1.328576142997881,-1.3637094308853388,-1.6863788313340304,-1.444077918219429,-1.328576142997881,0.526196131473447,50.0,0.3333333333333333,0.0,2.1737625960972573,0.6931471805599453,50.0,0.0,7.7913,11211.96,22.0
2001000206,Dr. Michael Hall,Neurology,Austin,TX,Abstral,REP-S707,Scott Rossi,TERR-S11,3,1.0,3,1,0,-0.8001697785815622,-1.2430475298653902,-0.5872957973521579,1.0847,0.009539610612574023,7.7,synthetic,-2.076515719571148,-1.198329681137286,-1.328576142997881,-1.4154834951127246,-1.6863788313340304,-1.5160073794444546,-1.328576142997881,0.5213593026059145,33.33333333333333,0.3333333333333333,0.0,2.1537834150479642,0.6931471805599453,33.33333333333333,0.0,7.6174,18333.84,15.0
2001000207,Dr. Jessica Carter,Oncology,Houston,TX,Subsys,REP-S731,Silas Santos,TERR-S07,1,1.0,11,9,3,-0.6252496128786839,-1.2829448323353239,-1.3547710884574153,7.9067,0.06731314207767314,7.965,synthetic,0.6932279724663808,2.3669487090232346,-0.6878005836870834,-1.4874426767126367,1.930831586388866,-1.3067580376989258,-0.6878005836870834,0.4928510486868457,81.81818181818183,3.0,0.3333333333333333,2.126014964979423,2.302585092994046,81.81818181818183,0.3333333333333333,7.3814,8002.84,16.0
2001000208,Dr. Lisa Adams,Pain Management,Boston,MA,Actiq,REP-S687,Scott Larsson,TERR-S05,3,5.0,3,1,1,0.5991915470414645,-0.21134724264817237,-0.018789088346700216,3.0008,0.02758458290399579,14.1318,synthetic,-2.076515719571148,-1.198329681137286,0.5937505349345118,-0.027968531481665823,-1.6863788313340304,-0.9405716896442503,0.5937505349345118,0.9266057709790204,33.33333333333333,0.3333333333333333,1.0,2.6892139067559153,0.6931471805599453,166.66666666666663,1.0,13.7201,25986.52,23.0
2001000209,Dr. Stephanie Mitchell,Palliative Care,Philadelphia,PA,Abstral,REP-S760,Sloan Tanaka,TERR-S08,3,5.0,2,2,2,-0.45032944717580553,-0.2655974306252981,0.05610642653410379,3.7424,0.0342355422305336,13.9007,synthetic,1.7318818569804533,-0.752669882367221,0.5937505349345118,-0.08508626152665036,-0.77509632596926,0.4980175348562611,0.5937505349345118,0.8548638593123062,100.0,0.6666666666666666,1.0,2.6671726494831325,1.0986122886681098,500.0,1.0,13.3992,26994.69,17.0
2001000210,Dr. John Anderson,Anesthesiology,Portland,OR,Abstral,REP-S681,Samuel Larsson,TERR-S13,3,4.0,3,3,4,0.24935121563570783,-0.5466536397620121,0.252909496608377,5.9264,0.053167219576541136,12.4322,synthetic,1.7318818569804533,-0.3070100835971559,1.2345260942453093,-0.4030124136927409,-0.12853109880191332,0.06644076750610772,1.2345260942453093,0.7876717401268745,100.0,1.0,1.3333333333333333,2.5444875899032127,1.3862943611198906,400.0,1.3333333333333333,11.7367,29643.86,21.0
2001000211,Dr. Betty Clark,Neurology,Houston,TX,Fentora,REP-S635,Stephen Novak,TERR-S09,3,8.0,5,4,0,0.42427138133858616,0.5347830304495044,0.9223766106927986,4.2668,0.03964054679157858,18.9073,synthetic,0.589362584014973,0.13864971517290903,-1.328576142997881,0.6515797798978388,0.37298385385674826,1.1022250091464758,-1.328576142997881,1.241121780362671,80.0,1.3333333333333333,0.0,2.9514459518425182,1.6094379124341003,640.0,0.0,18.1336,38655.57,22.0
2001000213,Dr. Carol Jones,Pain Management,Chicago,IL,Abstral,REP-S803,Sean Vargas,TERR-S09,3,4.0,5,5,5,0.0744310499328295,-0.605180953809008,-0.7826628692290575,8.5896,0.07600106403008056,12.3689,synthetic,1.7318818569804533,0.5843095139429743,0.5937505349345118,-0.47442504266224533,0.7827514065628568,0.06644076750610772,0.5937505349345118,0.7692730398711767,100.0,1.6666666666666667,1.0,2.5169300499519056,1.791759469228055,400.0,1.0,11.3905,15704.0,20.0
2001000214,Dr. Robert Flores,Pain Management,Portland,OR,Abstral,REP-S547,Scott Chen,TERR-S05,3,9.0,5,4,5,-0.2754092814729272,1.0237447589825075,0.41093541515316373,9.055,0.08290551053190853,22.9298,synthetic,0.589362584014973,0.13864971517290903,1.07433220441761,1.016379245935356,0.37298385385674826,1.4474864230265985,1.07433220441761,1.4200129940764123,80.0,1.3333333333333333,1.25,3.09221903364346,1.6094379124341003,720.0,1.25,21.0259,31771.05,18.0
2001000215,Dr. Barbara Jackson,Palliative Care,Nashville,TN,Subsys,REP-S576,Sasha Kapoor,TERR-S06,2,6.0,7,5,0,0.0744310499328295,-0.08010878541338691,0.4515757241989525,1.9823,0.018376358696131412,14.7838,synthetic,0.09971146702976721,0.5843095139429743,-1.328576142997881,0.10521348228342474,0.7827514065628568,0.18974841532043718,-1.328576142997881,0.9248648016400169,71.42857142857143,1.6666666666666667,0.0,2.7406077388846035,1.791759469228055,428.57142857142856,0.0,14.4964,32318.11,20.0
2001000216,Dr. Linda Garcia,Pain Management,Jacksonville,FL,Abstral,REP-S532,Sienna Patel,TERR-S04,2,5.0,5,3,0,-0.2754092814729272,-0.4063706669249324,0.47400790297178597,1.8648,0.0171302887352085,12.8009,synthetic,-0.5531566889505074,-0.3070100835971559,-1.328576142997881,-0.23945375015916698,-0.12853109880191332,-0.36513599984404566,-1.328576142997881,0.8486958127861939,60.0,1.0,0.0,2.6076035186926934,1.3862943611198906,300.0,0.0,12.5665,32620.07,18.0
2001000217,Dr. Ashley Davis,Pain Management,Atlanta,GA,Abstral,REP-S525,Simon Patel,TERR-S11,3,8.0,4,3,3,-0.2754092814729272,0.7343033540724515,1.3216606267971256,4.9614,0.04609119589867472,20.272,synthetic,0.30373276577360286,-0.3070100835971559,0.5937505349345118,0.8066867905719496,-0.12853109880191332,0.9295943022064145,0.5937505349345118,1.3043839723861053,75.0,1.0,1.0,3.0113004580420437,1.3862943611198906,600.0,1.0,19.3138,44030.34,18.0
2001000219,Dr. Sharon Harris,Pain Management,Detroit,MI,Actiq,REP-S724,Sarah Santos,TERR-S14,3,2.0,3,2,3,3.922674695396153,-0.888198216795939,-0.41871867218693926,3.1575,0.02822686435088695,10.0232,synthetic,-0.1723169312953478,-0.752669882367221,1.5549138739007082,-0.8505792228290514,-0.77509632596926,-1.0844306120943012,1.5549138739007082,0.656210400298872,66.66666666666666,0.6666666666666666,1.5,2.3717752783466692,1.0986122886681098,133.33333333333331,1.5,9.7164,20603.06,42.0
2001000220,Dr. Charles Young,Oncology,Columbus,OH,Subsys,REP-S509,Seth Brooks,TERR-S09,3,8.0,3,3,1,-0.6252496128786839,0.7322746776756752,-0.38477399260464074,3.1747,0.029737927613860293,19.9146,synthetic,1.7318818569804533,-0.3070100835971559,-0.6878005836870834,0.805155516402043,-0.12853109880191332,1.7927478369067211,-0.6878005836870834,1.2887680347283386,100.0,1.0,0.3333333333333333,3.010709552067533,1.3862943611198906,800.0,0.3333333333333333,19.3018,21059.99,16.0
2001000221,Dr. Betty Sanchez,Anesthesiology,Austin,TX,Subsys,REP-S828,Serena Alvarez,TERR-S06,2,6.0,8,8,3,-0.6252496128786839,-0.019552794969614883,0.629909168208509,6.5066,0.05917437170417594,15.8211,synthetic,1.7318818569804533,1.9212889102531692,-0.6077036387732336,0.16443201653068173,1.6940339119276273,0.9295943022064145,-0.6077036387732336,0.9969198012123227,100.0,2.6666666666666665,0.375,2.763459679037563,2.1972245773362196,600.0,0.375,14.8546,34718.66,16.0
2001000222,Dr. David Harris,Palliative Care,Portland,OR,Lazanda,REP-S740,Sloan Santos,TERR-S02,3,9.0,5,3,2,-0.6252496128786839,1.3243946009847527,2.1545908403919714,4.442,0.04167475399274423,23.8173,synthetic,-0.5531566889505074,-0.3070100835971559,-0.04702502437628586,1.217594263929921,-0.12853109880191332,0.6706482417963224,-0.04702502437628586,1.4549056590629013,60.0,1.0,0.6666666666666666,3.169866236627068,1.3862943611198906,540.0,0.6666666666666666,22.8043,55242.43,16.0
2001000223,Dr. Michelle Allen,Family Practice,Chicago,IL,Subsys,REP-S518,Summer Brooks,TERR-S04,3,2.0,5,3,3,-0.45032944717580553,-0.9940275021611016,-1.1709358324200538,3.1522,0.02800734183229503,9.377,synthetic,-0.5531566889505074,-0.3070100835971559,0.5937505349345118,-1.0065577095328033,-0.12853109880191332,-1.1419741810743218,0.5937505349345118,0.6364639881507078,60.0,1.0,1.0,2.311584476790846,1.3862943611198906,120.0,1.0,9.0904,10477.45,17.0
2001000224,Dr. Michelle Johnson,Palliative Care,Chicago,IL,Fentora,REP-S661,Samuel Kowalski,TERR-S07,2,9.0,6,3,3,-1.1500101099873188,1.0082422901838088,-0.4831692131127149,5.3894,0.05015652318765662,22.0624,synthetic,-1.1244163254332475,-0.3070100835971559,0.5937505349345118,1.005567997051834,-0.12853109880191332,0.2822291511811844,0.5937505349345118,1.335593990955854,50.0,1.0,1.0,3.0880470625603285,1.3862943611198906,450.0,1.0,20.9342,19735.49,13.0
2001000225,Dr. Sarah Williams,Pain Management,Portland,OR,Actiq,REP-S587,Scott Nakamura,TERR-S03,2,10.0,9,7,1,-0.8001697785815622,1.817515116131147,0.12920935804695038,8.0465,0.07459863382455723,27.7908,synthetic,0.46241599812992007,1.4756291114831046,-1.0539580461503961,1.5171369199379,1.4293166337302035,1.6968418886066874,-1.0539580461503961,1.7371165193042017,77.77777777777779,2.3333333333333335,0.14285714285714285,3.2854572578396537,2.0794415416798357,777.7777777777778,0.14285714285714285,25.7212,27978.73,15.0
2001000226,Dr. William Campbell,Pain Management,Portland,OR,Abstral,REP-S836,Sasha Alvarez,TERR-S14,3,1.0,4,3,0,0.9490318784472211,-1.3039416330419584,-1.0385521020691304,3.1245,0.027096489688138714,7.484,synthetic,0.30373276577360286,-0.3070100835971559,-1.328576142997881,-1.526130781229876,-0.12853109880191332,-1.3361837263818908,-1.328576142997881,0.4901249554412101,75.0,1.0,0.0,2.1110855470142975,1.3862943611198906,75.0,0.0,7.2572,12259.47,25.0
2001000227,Dr. Barbara Brown,Internal Medicine,Columbus,OH,Subsys,REP-S797,Stanley Gomez,TERR-S03,3,6.0,5,3,0,0.9490318784472211,-0.10866240569801289,-0.12415777759701126,-0.5603,-0.005252721016410167,14.2472,synthetic,-0.5531566889505074,-0.3070100835971559,-1.328576142997881,0.07681396354481322,-0.12853109880191332,-0.10618993943395362,-1.328576142997881,0.9482830182003437,60.0,1.0,0.0,2.729648600654706,1.3862943611198906,360.0,0.0,14.3275,24568.15,25.0
