Prscrbr_NPI,Physician_Name,Specialty,City,State,Brand_Name,Sales_Rep,Sales_Rep_Name,Territory,HCP_Tier,CMS_Volume_Decile,Target_Calls,Actual_Calls,Samples_Dropped,Tot_Clms,Tot_30day_Fills,Tot_Drug_Cst,Rx_Lift_Pct,Delta_Log_Fills,Post_Campaign_Fills,dataset_mode
2001000293,Dr. Laura Lewis,Pain Management,Seattle,WA,Abstral,REP-S715,Stephen Rossi,TERR-S05,2,4,5,3,4,14,9.5942,18790.36,6.0413,0.053266,10.1739,synthetic
2001000294,Dr. Jennifer Brown,Family Practice,Denver,CO,Subsys,REP-S709,Seth Rossi,TERR-S13,3,6,3,2,3,23,16.9759,18509.52,1.8609,0.017422,17.2918,synthetic
2001000295,Dr. Margaret Davis,Oncology,Boston,MA,Fentora,REP-S740,Sloan Santos,TERR-S02,1,3,11,4,1,13,6.9281,17835.87,6.4066,0.054474,7.372,synthetic
2001000296,Dr. Rebecca Brown,Internal Medicine,Miami,FL,Subsys,REP-S774,Selena Muller,TERR-S08,3,7,4,3,3,9,19.3496,19789.34,5.8274,0.05393,20.4771,synthetic
2001000297,Dr. Sandra Flores,Palliative Care,Austin,TX,Subsys,REP-S841,Samuel Kim,TERR-S05,3,3,4,3,3,27,7.1955,10312.7,7.453,0.063384,7.7318,synthetic
2001000298,Dr. Donna Allen,Palliative Care,Portland,OR,Abstral,REP-S808,Serena Vargas,TERR-S14,2,4,8,4,0,11,10.4891,22251.09,3.4086,0.030645,10.8466,synthetic
2001000299,Dr. Elizabeth Adams,Pain Management,Philadelphia,PA,Actiq,REP-S706,Stella Rossi,TERR-S10,3,4,5,5,3,20,10.5918,27333.6,4.5742,0.040946,11.0763,synthetic
2001000300,Dr. Deborah Wright,Anesthesiology,Miami,FL,Fentora,REP-S813,Spencer Vargas,TERR-S05,3,3,2,1,0,12,8.5992,20908.22,0.6839,0.006108,8.6581,synthetic
2001000301,Dr. Kimberly Clark,Anesthesiology,Los Angeles,CA,Subsys,REP-S683,Sean Larsson,TERR-S01,2,3,8,6,0,11,8.4506,15370.47,1.732,0.015369,8.597,synthetic
2001000302,Dr. David Moore,Pain Management,Los Angeles,CA,Lazanda,REP-S795,Stephen Gomez,TERR-S01,2,7,5,4,5,14,19.8407,29876.71,5.7443,0.053243,20.9804,synthetic
2001000303,Dr. Thomas Ramirez,Palliative Care,Denver,CO,Abstral,REP-S514,Selena Brooks,TERR-S14,2,4,9,5,0,17,9.8012,14770.26,3.3631,0.030061,10.1308,synthetic
2001000304,Dr. Kimberly Hernandez,Internal Medicine,Las Vegas,NV,Subsys,REP-S782,Sophia Gomez,TERR-S02,2,4,8,4,2,14,9.1991,9421.58,2.4485,0.021844,9.4243,synthetic
2001000305,Dr. Sharon Jones,Anesthesiology,Austin,TX,Actiq,REP-S817,Stanley Vargas,TERR-S09,3,6,3,1,1,10,17.5482,31156.86,3.1833,0.029672,18.1068,synthetic
2001000306,Dr. Thomas Williams,Neurology,Philadelphia,PA,Actiq,REP-S556,Sasha Chen,TERR-S14,3,5,4,2,2,27,13.3597,15844.4,3.5982,0.032928,13.8404,synthetic
2001000307,Dr. Margaret Robinson,Anesthesiology,Phoenix,AZ,Subsys,REP-S579,Solomon Kapoor,TERR-S09,3,9,3,3,3,18,24.4976,42881.75,3.1387,0.02971,25.2665,synthetic
2001000308,Dr. Donna Walker,Oncology,Jacksonville,FL,Abstral,REP-S503,Sean Brooks,TERR-S03,1,6,14,8,9,13,15.7859,19996.44,9.0875,0.082005,17.2204,synthetic
2001000309,Dr. Stephanie Lee,Oncology,Seattle,WA,Fentora,REP-S814,Selena Vargas,TERR-S06,3,3,2,1,1,15,7.2689,17082.26,4.7413,0.040834,7.6136,synthetic
2001000310,Dr. Charles Clark,Palliative Care,Charlotte,NC,Actiq,REP-S712,Sienna Rossi,TERR-S02,2,9,5,4,5,21,24.3729,55127.63,8.672,0.080014,26.4865,synthetic
2001000311,Dr. Richard Hall,Palliative Care,Los Angeles,CA,Actiq,REP-S825,Simon Alvarez,TERR-S03,2,7,6,4,3,13,20.9621,39310.67,5.7907,0.053797,22.1759,synthetic
2001000312,Dr. Rebecca Walker,Neurology,Nashville,TN,Abstral,REP-S556,Sasha Chen,TERR-S14,3,8,5,3,1,12,22.04,20769.1,1.8269,0.017325,22.4427,synthetic
2001000313,Dr. Stephanie Hernandez,Palliative Care,Portland,OR,Fentora,REP-S823,Sean Alvarez,TERR-S01,2,5,6,4,2,17,13.8303,12838.24,5.8562,0.053174,14.6403,synthetic
2001000314,Dr. Charles Wilson,Pain Management,Baltimore,MD,Lazanda,REP-S668,Serena Kowalski,TERR-S14,2,6,6,5,5,23,16.7981,41342.55,6.0059,0.055136,17.807,synthetic
2001000315,Dr. Elizabeth Hall,Family Practice,Charlotte,NC,Actiq,REP-S810,Sadie Vargas,TERR-S02,3,4,4,3,0,15,9.6491,21615.85,3.4851,0.03109,9.9854,synthetic
2001000316,Dr. Joseph Walker,Oncology,Denver,CO,Subsys,REP-S760,Sloan Tanaka,TERR-S08,2,3,6,5,3,9,8.1188,10952.39,8.8829,0.076116,8.84,synthetic
2001000317,Dr. Joseph Hill,Oncology,Columbus,OH,Subsys,REP-S632,Sienna Novak,TERR-S06,3,7,5,2,3,17,20.0662,25720.17,5.9337,0.054981,21.2568,synthetic
2001000318,Dr. Sarah Nelson,Psychiatry,Boston,MA,Subsys,REP-S639,Solomon Novak,TERR-S13,3,6,3,2,2,12,15.967,28197.61,0.4991,0.004686,16.0467,synthetic
2001000319,Dr. Richard Thomas,Neurology,Philadelphia,PA,Abstral,REP-S577,Stanley Kapoor,TERR-S07,3,4,4,3,1,16,10.353,18533.11,3.1321,0.028162,10.6772,synthetic
2001000320,Dr. Lisa Nelson,Internal Medicine,Philadelphia,PA,Actiq,REP-S771,Silas Muller,TERR-S05,3,5,2,2,0,9,12.6386,17807.96,0.7127,0.006583,12.7286,synthetic
2001000321,Dr. Amanda Garcia,Pain Management,Atlanta,GA,Subsys,REP-S599,Solomon Nakamura,TERR-S01,2,4,7,4,5,18,10.1496,21697.09,7.3993,0.065185,10.9006,synthetic
2001000322,Dr. William Mitchell,Anesthesiology,Portland,OR,Actiq,REP-S781,Samuel Gomez,TERR-S01,3,4,3,2,1,16,10.7559,14920.54,4.8996,0.043852,11.2829,synthetic
2001000323,Dr. Kathleen Nelson,Pain Management,Portland,OR,Subsys,REP-S523,Sean Patel,TERR-S09,3,3,2,1,1,14,6.8566,14853.34,4.782,0.040886,7.1845,synthetic
2001000324,Dr. William Jones,Oncology,Nashville,TN,Subsys,REP-S684,Sarah Larsson,TERR-S02,1,6,10,7,7,28,16.6469,35106.59,6.6704,0.061024,17.7573,synthetic
2001000325,Dr. Linda Martin,Pain Management,Portland,OR,Abstral,REP-S776,Sasha Muller,TERR-S10,2,3,6,5,3,19,8.4057,21371.9,7.7872,0.067278,9.0603,synthetic
2001000326,Dr. Emily Ramirez,Anesthesiology,Philadelphia,PA,Fentora,REP-S578,Summer Kapoor,TERR-S08,2,3,8,4,4,20,6.077,14120.02,7.0898,0.059099,6.5079,synthetic
2001000327,Dr. Rebecca Carter,Internal Medicine,Phoenix,AZ,Lazanda,REP-S633,Spencer Novak,TERR-S07,3,7,4,3,4,20,18.1266,33655.64,5.4533,0.050391,19.1151,synthetic
2001000328,Dr. Dorothy Carter,Anesthesiology,Seattle,WA,Subsys,REP-S798,Summer Gomez,TERR-S04,2,6,7,5,2,10,16.4172,26827.57,6.5307,0.059737,17.4894,synthetic
2001000329,Dr. Laura Walker,Palliative Care,Austin,TX,Abstral,REP-S691,Silas Larsson,TERR-S09,3,5,2,1,1,21,14.9544,34191.74,2.0706,0.019223,15.264,synthetic
2001000330,Dr. Deborah Robinson,Oncology,Atlanta,GA,Abstral,REP-S656,Sasha Dubois,TERR-S02,1,6,14,11,3,17,17.2311,26918.47,7.5215,0.068677,18.5271,synthetic
2001000331,Dr. Robert Garcia,Orthopedics,Charlotte,NC,Subsys,REP-S533,Spencer Patel,TERR-S05,3,7,4,3,0,15,19.9759,30849.52,1.5173,0.014346,20.279,synthetic
2001000332,Dr. William Harris,Pain Management,Boston,MA,Subsys,REP-S616,Sasha O'Connor,TERR-S04,1,7,14,12,13,21,19.0377,40270.2,10.0587,0.091272,20.9526,synthetic
2001000333,Dr. Dorothy Thomas,Pain Management,Atlanta,GA,Subsys,REP-S648,Serena Dubois,TERR-S08,2,3,8,7,0,12,8.4592,17758.49,2.7499,0.024294,8.6918,synthetic
2001000334,Dr. Kimberly Wilson,Anesthesiology,Jacksonville,FL,Subsys,REP-S847,Scott Kim,TERR-S11,3,4,4,3,4,25,9.599,10559.79,4.67,0.041424,10.0473,synthetic
2001000335,Dr. Patricia King,Internal Medicine,Detroit,MI,Fentora,REP-S643,Sean Dubois,TERR-S03,3,5,2,1,2,15,13.677,33353.69,1.466,0.013569,13.8775,synthetic
2001000336,Dr. Ashley Scott,Oncology,Phoenix,AZ,Abstral,REP-S522,Sophia Patel,TERR-S08,2,3,7,6,7,19,8.8478,22468.46,11.6542,0.099581,9.879,synthetic
2001000337,Dr. Richard Perez,Oncology,Baltimore,MD,Fentora,REP-S690,Sadie Larsson,TERR-S08,2,4,6,5,4,14,10.7365,27736.23,6.6951,0.059444,11.4553,synthetic
2001000338,Dr. Karen Green,Palliative Care,Jacksonville,FL,Abstral,REP-S560,Sloan Chen,TERR-S04,2,8,6,4,3,16,21.0894,24793.12,6.9751,0.06447,22.5604,synthetic
2001000339,Dr. Betty Perez,Pain Management,Detroit,MI,Subsys,REP-S518,Summer Brooks,TERR-S04,2,5,9,6,4,11,13.7571,32210.53,9.4676,0.084581,15.0596,synthetic
2001000340,Dr. Jennifer Carter,Pain Management,Portland,OR,Abstral,REP-S540,Sloan Patel,TERR-S12,1,6,9,5,5,11,15.3387,38581.31,9.5102,0.085518,16.7975,synthetic
2001000341,Dr. Rebecca Martin,Pain Management,Detroit,MI,Subsys,REP-S558,Summer Chen,TERR-S02,1,8,9,5,1,10,23.8825,58292.74,6.487,0.060401,25.4318,synthetic
2001000342,Dr. Stephanie Jones,Anesthesiology,Charlotte,NC,Lazanda,REP-S616,Sasha O'Connor,TERR-S04,2,3,8,6,0,14,8.5299,15631.96,5.7798,0.050439,9.0229,synthetic
2001000343,Dr. Rebecca Adams,Family Practice,Nashville,TN,Abstral,REP-S550,Sadie Chen,TERR-S08,3,6,3,1,0,28,16.3825,25894.64,-0.1552,-0.001464,16.3571,synthetic
2001000344,Dr. Melissa Jackson,Psychiatry,Detroit,MI,Fentora,REP-S679,Solomon Kowalski,TERR-S11,3,3,2,1,0,26,7.7476,9501.23,2.2596,0.019816,7.9226,synthetic
2001000345,Dr. Elizabeth Wilson,Palliative Care,Los Angeles,CA,Lazanda,REP-S792,Sienna Gomez,TERR-S12,2,10,7,6,3,33,28.7694,50761.56,5.6677,0.053325,30.3999,synthetic
2001000346,Dr. Michael Garcia,Family Practice,Las Vegas,NV,Subsys,REP-S534,Selena Patel,TERR-S06,3,5,5,3,3,17,14.0512,19820.02,3.9346,0.036074,14.604,synthetic
2001000347,Dr. Carol Moore,Orthopedics,Chicago,IL,Abstral,REP-S812,Sienna Vargas,TERR-S04,3,6,3,2,2,20,15.7858,31853.95,3.3262,0.030801,16.3108,synthetic
2001000348,Dr. Sarah Mitchell,Palliative Care,New York,NY,Fentora,REP-S793,Spencer Gomez,TERR-S13,2,3,9,6,7,8,8.3443,14503.37,9.4027,0.080625,9.1288,synthetic
2001000349,Dr. Carol Baker,Anesthesiology,Jacksonville,FL,Subsys,REP-S657,Stanley Dubois,TERR-S03,2,3,9,8,5,14,6.3736,6230.71,8.896,0.074083,6.9406,synthetic
2001000350,Dr. Amanda Carter,Neurology,Los Angeles,CA,Subsys,REP-S526,Stella Patel,TERR-S12,2,4,9,7,0,15,11.7314,22672.95,0.1306,0.001203,11.7468,synthetic
2001000351,Dr. Melissa Davis,Neurology,Houston,TX,Abstral,REP-S593,Spencer Nakamura,TERR-S09,3,6,3,2,3,16,15.5478,28239.82,5.3206,0.048781,16.375,synthetic
2001000352,Dr. David Wilson,Pain Management,Charlotte,NC,Subsys,REP-S753,Spencer Tanaka,TERR-S01,2,4,5,4,1,12,10.6405,14325.46,6.7575,0.059937,11.3595,synthetic
2001000353,Dr. Emily Rodriguez,Family Practice,Los Angeles,CA,Subsys,REP-S708,Serena Rossi,TERR-S12,3,8,3,1,2,16,22.4192,35132.07,1.4828,0.014095,22.7516,synthetic
2001000354,Dr. Nancy Miller,Pain Management,Portland,OR,Abstral,REP-S506,Stella Brooks,TERR-S06,3,7,5,4,3,23,19.4581,49033.53,7.3598,0.067659,20.8902,synthetic
2001000355,Dr. Linda Wright,Anesthesiology,Los Angeles,CA,Actiq,REP-S624,Sarah Novak,TERR-S12,2,5,9,7,2,9,12.9814,18361.08,6.3924,0.057657,13.8113,synthetic
2001000356,Dr. Susan Wilson,Palliative Care,Baltimore,MD,Subsys,REP-S605,Simon O'Connor,TERR-S07,2,8,7,6,2,13,21.7647,40656.4,4.7653,0.044552,22.8018,synthetic
2001000357,Dr. Ashley Robinson,Palliative Care,New York,NY,Actiq,REP-S706,Stella Rossi,TERR-S10,3,5,2,2,3,17,13.4661,27785.69,4.6285,0.042183,14.0893,synthetic
2001000358,Dr. David Hall,Family Practice,Las Vegas,NV,Subsys,REP-S587,Scott Nakamura,TERR-S03,3,4,4,3,0,15,10.8847,14803.91,0.7838,0.007153,10.97,synthetic
2001000359,Dr. Stephanie Martin,Pain Management,Los Angeles,CA,Subsys,REP-S507,Scott Brooks,TERR-S07,2,4,6,3,1,21,11.5086,14045.47,5.5271,0.049602,12.1446,synthetic
2001000360,Dr. Nancy Martinez,Palliative Care,Denver,CO,Subsys,REP-S645,Simon Dubois,TERR-S05,3,2,5,3,0,10,5.7424,14220.52,1.9676,0.016619,5.8554,synthetic
2001000361,Dr. Margaret Gonzalez,Oncology,Las Vegas,NV,Subsys,REP-S714,Selena Rossi,TERR-S04,2,7,9,6,6,12,20.5327,50586.35,10.1629,0.092496,22.6194,synthetic
2001000362,Dr. Nancy Garcia,Neurology,New York,NY,Actiq,REP-S589,Seth Nakamura,TERR-S05,3,6,4,4,4,9,17.2898,15391.41,7.9454,0.072423,18.6635,synthetic
2001000363,Dr. Joseph Johnson,Neurology,Detroit,MI,Fentora,REP-S749,Seth Tanaka,TERR-S11,3,3,4,3,0,20,6.6933,16418.35,5.447,0.046301,7.0579,synthetic
2001000364,Dr. Margaret Davis,Pain Management,Seattle,WA,Subsys,REP-S746,Stella Tanaka,TERR-S08,2,5,8,5,3,25,13.0466,22368.15,6.6469,0.059906,13.9138,synthetic
2001000365,Dr. Lisa Martinez,Emergency Medicine,Austin,TX,Fentora,REP-S830,Sadie Alvarez,TERR-S08,3,3,3,1,1,19,8.2677,10706.64,0.4507,0.004013,8.305,synthetic
2001000366,Dr. Betty Taylor,Pain Management,Austin,TX,Lazanda,REP-S619,Solomon O'Connor,TERR-S07,2,3,5,4,4,22,8.1185,17070.41,8.3132,0.071404,8.7934,synthetic
2001000367,Dr. Dorothy Thompson,Family Practice,Boston,MA,Abstral,REP-S794,Selena Gomez,TERR-S14,3,4,4,3,4,23,10.5522,15980.14,2.6307,0.023746,10.8298,synthetic
2001000368,Dr. Jennifer Hall,Anesthesiology,Denver,CO,Subsys,REP-S704,Sarah Rossi,TERR-S08,3,3,3,2,0,11,6.121,9447.44,0.317,0.002721,6.1404,synthetic
2001000369,Dr. Elizabeth Flores,Anesthesiology,Nashville,TN,Subsys,REP-S602,Sophia O'Connor,TERR-S04,2,3,9,5,3,26,8.4724,11850.76,4.812,0.04214,8.8801,synthetic
2001000370,Dr. Linda Hernandez,Palliative Care,Austin,TX,Abstral,REP-S694,Selena Larsson,TERR-S12,2,3,7,5,5,19,6.7834,14848.07,7.6525,0.064563,7.3025,synthetic
2001000371,Dr. Kathleen Nelson,Pain Management,Portland,OR,Subsys,REP-S840,Sloan Alvarez,TERR-S04,1,5,14,4,0,22,12.2644,22277.63,6.1243,0.055081,13.0155,synthetic
2001000372,Dr. William Nelson,Psychiatry,Las Vegas,NV,Subsys,REP-S682,Sophia Larsson,TERR-S14,3,9,4,3,2,30,24.9559,34757.29,1.8413,0.017548,25.4154,synthetic
2001000373,Dr. Jennifer Wilson,Palliative Care,Philadelphia,PA,Actiq,REP-S511,Silas Brooks,TERR-S11,3,4,4,3,0,23,11.0854,21133.06,1.4633,0.013332,11.2476,synthetic
2001000374,Dr. Michelle Baker,Palliative Care,Los Angeles,CA,Subsys,REP-S587,Scott Nakamura,TERR-S03,1,4,9,8,8,23,10.5194,27145.35,10.3713,0.090489,11.6104,synthetic
2001000375,Dr. Sharon Anderson,Pain Management,Baltimore,MD,Subsys,REP-S799,Solomon Gomez,TERR-S05,3,5,3,3,4,11,12.066,13671.82,3.8133,0.034608,12.5261,synthetic
2001000376,Dr. Michelle Wright,Palliative Care,Phoenix,AZ,Subsys,REP-S567,Scott Kapoor,TERR-S11,3,7,5,4,3,10,19.9352,34699.84,5.4593,0.05068,21.0235,synthetic
2001000377,Dr. Kathleen Rodriguez,Pain Management,Nashville,TN,Subsys,REP-S750,Sadie Tanaka,TERR-S12,1,5,12,8,2,20,14.7901,13359.83,8.2397,0.074345,16.0088,synthetic
2001000378,Dr. Susan Carter,Pain Management,Austin,TX,Subsys,REP-S693,Spencer Larsson,TERR-S11,3,7,5,4,5,20,20.0887,31440.65,5.7456,0.053286,21.2429,synthetic
2001000379,Dr. Patricia Nguyen,Pain Management,Phoenix,AZ,Subsys,REP-S698,Summer Larsson,TERR-S02,1,10,9,6,3,20,30.6908,58902.23,8.8667,0.082381,33.4121,synthetic
2001000380,Dr. Sharon Young,Pain Management,Los Angeles,CA,Abstral,REP-S645,Simon Dubois,TERR-S05,2,7,5,2,0,13,19.3305,31034.72,2.3513,0.02211,19.7851,synthetic
2001000381,Dr. Charles Smith,Internal Medicine,Baltimore,MD,Subsys,REP-S650,Sadie Dubois,TERR-S10,3,5,4,4,0,27,12.0771,19351.08,4.0376,0.03661,12.5648,synthetic
2001000382,Dr. Laura Flores,Oncology,Austin,TX,Abstral,REP-S678,Summer Kowalski,TERR-S10,3,4,3,1,2,15,10.8887,17464.87,2.3196,0.021022,11.1413,synthetic
2001000383,Dr. Charles Baker,Family Practice,Chicago,IL,Abstral,REP-S522,Sophia Patel,TERR-S08,3,5,5,2,0,15,14.9079,15738.03,2.0054,0.018619,15.2069,synthetic
2001000384,Dr. Rebecca Miller,Pain Management,Boston,MA,Fentora,REP-S557,Stanley Chen,TERR-S01,2,4,9,8,2,13,10.8042,20004.42,7.4256,0.065755,11.6065,synthetic
2001000385,Dr. Patricia Brown,Family Practice,Los Angeles,CA,Subsys,REP-S584,Sarah Nakamura,TERR-S14,3,3,5,4,1,21,7.9985,13979.92,2.505,0.022022,8.1988,synthetic
2001000386,Dr. William King,Orthopedics,Jacksonville,FL,Subsys,REP-S528,Serena Patel,TERR-S14,3,6,4,3,4,41,17.6784,24245.55,5.8284,0.053695,18.7087,synthetic
2001000387,Dr. Laura Taylor,Pain Management,Nashville,TN,Abstral,REP-S549,Seth Chen,TERR-S07,2,7,8,7,4,15,19.3823,45091.41,5.6531,0.052362,20.478,synthetic
2001000388,Dr. Lisa Nguyen,Palliative Care,Baltimore,MD,Actiq,REP-S639,Solomon Novak,TERR-S13,1,5,13,7,7,15,13.6405,11892.95,8.7688,0.078533,14.8366,synthetic
2001000389,Dr. Elizabeth Jones,Anesthesiology,Columbus,OH,Fentora,REP-S647,Scott Dubois,TERR-S07,2,7,6,5,0,19,19.0414,39186.49,4.0046,0.037342,19.8039,synthetic
2001000390,Dr. Susan Martin,Oncology,Denver,CO,Subsys,REP-S511,Silas Brooks,TERR-S11,3,5,3,2,0,13,12.3297,28780.57,2.4687,0.022578,12.6341,synthetic
2001000391,Dr. Charles Robinson,Orthopedics,Austin,TX,Subsys,REP-S749,Seth Tanaka,TERR-S11,3,10,5,3,0,12,30.7368,39576.84,2.2053,0.021133,31.4146,synthetic
2001000392,Dr. Sarah Wright,Neurology,Las Vegas,NV,Subsys,REP-S564,Sarah Kapoor,TERR-S08,3,3,5,4,0,22,8.6266,19577.33,1.4464,0.012878,8.7514,synthetic
2001000393,Dr. Amanda Moore,Pain Management,Austin,TX,Actiq,REP-S712,Sienna Rossi,TERR-S02,1,6,10,6,3,6,17.6381,20927.28,6.7654,0.062058,18.8314,synthetic
2001000394,Dr. Joseph Rivera,Anesthesiology,Denver,CO,Actiq,REP-S786,Stella Gomez,TERR-S06,3,9,3,1,2,19,24.6968,43706.91,3.0418,0.028816,25.4481,synthetic
2001000395,Dr. Carol Sanchez,Oncology,Miami,FL,Actiq,REP-S790,Sadie Gomez,TERR-S10,3,8,4,3,3,8,21.0457,20650.69,6.5725,0.060854,22.4289,synthetic
2001000396,Dr. Emily Martin,Palliative Care,Jacksonville,FL,Subsys,REP-S506,Stella Brooks,TERR-S06,3,10,5,4,4,16,31.3469,49842.8,7.7843,0.072727,33.787,synthetic
2001000397,Dr. Carol Ramirez,Anesthesiology,Austin,TX,Lazanda,REP-S521,Samuel Patel,TERR-S07,2,8,7,4,3,11,21.5606,40879.47,4.2837,0.040123,22.4842,synthetic
2001000398,Dr. William Williams,Internal Medicine,Houston,TX,Subsys,REP-S627,Scott Novak,TERR-S01,3,6,5,4,4,13,15.2121,25617.67,4.0844,0.037608,15.8335,synthetic
2001000399,Dr. Richard Scott,Internal Medicine,Miami,FL,Abstral,REP-S646,Stella Dubois,TERR-S06,3,5,2,1,2,17,14.0008,25892.07,2.3602,0.02179,14.3313,synthetic
2001000400,Dr. Kathleen Garcia,Oncology,Seattle,WA,Subsys,REP-S563,Sean Kapoor,TERR-S07,2,6,5,5,6,26,15.6292,29541.5,5.0961,0.046785,16.4257,synthetic
2001000401,Dr. Robert Clark,Palliative Care,New York,NY,Subsys,REP-S769,Seth Muller,TERR-S03,2,2,7,6,1,10,5.4484,11948.74,4.8639,0.040275,5.7134,synthetic
2001000402,Dr. William Carter,Pain Management,Austin,TX,Fentora,REP-S521,Samuel Patel,TERR-S07,1,8,13,11,11,32,21.9396,36974.19,10.6441,0.096946,24.2748,synthetic
2001000403,Dr. Laura White,Pain Management,Miami,FL,Abstral,REP-S501,Samuel Brooks,TERR-S01,3,4,2,1,2,20,11.9675,27106.91,3.9098,0.035447,12.4354,synthetic
2001000404,Dr. Sarah Mitchell,Anesthesiology,Houston,TX,Actiq,REP-S777,Stanley Muller,TERR-S11,3,6,4,2,3,25,15.9963,36358.52,5.6756,0.052039,16.9042,synthetic
2001000405,Dr. Sharon Davis,Anesthesiology,Portland,OR,Abstral,REP-S653,Spencer Dubois,TERR-S13,2,4,5,2,0,14,9.6675,24172.84,1.7878,0.016072,9.8403,synthetic
2001000406,Dr. Melissa Scott,Pain Management,Nashville,TN,Actiq,REP-S561,Samuel Kapoor,TERR-S05,2,6,6,5,0,17,16.5867,32335.97,2.5854,0.024091,17.0155,synthetic
2001000407,Dr. Deborah Williams,Oncology,New York,NY,Actiq,REP-S543,Sean Chen,TERR-S01,2,6,9,7,0,18,15.9624,33043.91,5.8752,0.053814,16.9003,synthetic
2001000408,Dr. Jessica Young,Neurology,Philadelphia,PA,Fentora,REP-S823,Sean Alvarez,TERR-S01,3,4,5,2,3,18,10.0998,10774.14,4.2369,0.037827,10.5278,synthetic
2001000409,Dr. Margaret Davis,Pain Management,Austin,TX,Actiq,REP-S792,Sienna Gomez,TERR-S12,1,3,14,9,6,21,8.5339,16445.91,7.6952,0.066612,9.1906,synthetic
2001000410,Dr. David Hill,Palliative Care,Chicago,IL,Abstral,REP-S800,Sloan Gomez,TERR-S06,3,6,4,3,1,18,17.4764,22511.27,3.4881,0.03246,18.0859,synthetic
2001000411,Dr. Laura Lewis,Palliative Care,Detroit,MI,Subsys,REP-S695,Stephen Larsson,TERR-S13,2,6,6,3,2,15,15.503,23015.31,4.3639,0.040176,16.1796,synthetic
2001000412,Dr. Jennifer Smith,Internal Medicine,Chicago,IL,Subsys,REP-S574,Selena Kapoor,TERR-S04,3,6,4,3,3,9,15.1968,31917.29,4.1238,0.037962,15.8235,synthetic
2001000413,Dr. Charles Adams,Family Practice,Miami,FL,Abstral,REP-S725,Simon Santos,TERR-S01,3,7,2,1,2,24,20.2713,29659.43,1.5484,0.014648,20.5852,synthetic
2001000414,Dr. Charles Smith,Palliative Care,Atlanta,GA,Fentora,REP-S790,Sadie Gomez,TERR-S10,3,4,4,2,3,16,11.7616,23179.06,5.2589,0.04733,12.3801,synthetic
2001000415,Dr. John Torres,Oncology,Portland,OR,Abstral,REP-S629,Seth Novak,TERR-S03,2,6,7,6,0,9,15.2743,14474.93,2.2514,0.02091,15.6182,synthetic
2001000416,Dr. David Moore,Palliative Care,Seattle,WA,Subsys,REP-S600,Sloan Nakamura,TERR-S02,2,3,9,3,4,21,8.6243,15276.1,4.0762,0.035875,8.9758,synthetic
2001000417,Dr. Lisa Miller,Family Practice,Austin,TX,Subsys,REP-S609,Seth O'Connor,TERR-S11,3,7,4,2,2,23,19.3281,27059.97,3.9382,0.036761,20.0892,synthetic
2001000418,Dr. Mary Walker,Anesthesiology,Charlotte,NC,Subsys,REP-S795,Stephen Gomez,TERR-S01,3,5,2,1,1,23,13.8786,27688.62,1.1412,0.010589,14.037,synthetic
2001000419,Dr. Kimberly Rodriguez,Pain Management,Baltimore,MD,Actiq,REP-S718,Summer Rossi,TERR-S08,3,5,4,3,2,19,13.9656,27359.41,5.2194,0.047557,14.6945,synthetic
2001000420,Dr. Sarah Scott,Oncology,Phoenix,AZ,Subsys,REP-S837,Stanley Alvarez,TERR-S01,2,10,5,3,0,13,28.043,69912.31,3.6228,0.034382,29.0589,synthetic
2001000421,Dr. John Lee,Pain Management,Baltimore,MD,Lazanda,REP-S511,Silas Brooks,TERR-S11,3,4,5,3,3,26,10.0838,15544.28,5.1023,0.045375,10.5983,synthetic
2001000422,Dr. Nancy Green,Palliative Care,Miami,FL,Subsys,REP-S691,Silas Larsson,TERR-S09,2,5,7,5,0,8,13.4544,34075.97,4.9542,0.045083,14.1209,synthetic
2001000423,Dr. James Thomas,Pain Management,Portland,OR,Abstral,REP-S845,Simon Kim,TERR-S09,2,8,9,8,7,21,22.93,28748.37,11.4816,0.104376,25.5627,synthetic
2001000424,Dr. Sarah King,Pain Management,Chicago,IL,Fentora,REP-S628,Serena Novak,TERR-S02,1,5,9,8,9,21,12.0601,25347.57,6.9964,0.062606,12.9039,synthetic
2001000425,Dr. Margaret Williams,Palliative Care,Atlanta,GA,Fentora,REP-S573,Spencer Kapoor,TERR-S03,2,8,6,4,3,10,21.286,30034.82,6.1748,0.057304,22.6004,synthetic
2001000426,Dr. Patricia Lopez,Pain Management,Miami,FL,Subsys,REP-S734,Selena Santos,TERR-S10,3,4,4,3,3,15,11.7883,24658.79,5.4722,0.049212,12.4334,synthetic
2001000427,Dr. Linda Thomas,Pain Management,Seattle,WA,Abstral,REP-S514,Selena Brooks,TERR-S14,2,9,7,5,5,12,24.2589,57083.75,4.7901,0.044978,25.421,synthetic
2001000428,Dr. Betty Clark,Neurology,Detroit,MI,Actiq,REP-S657,Stanley Dubois,TERR-S03,2,4,6,5,4,11,11.5513,21191.68,6.1722,0.055249,12.2643,synthetic
2001000429,Dr. Emily Torres,Anesthesiology,Jacksonville,FL,Subsys,REP-S507,Scott Brooks,TERR-S07,2,4,9,3,4,27,11.1907,27068.36,5.8548,0.052351,11.8459,synthetic
2001000430,Dr. Ashley Perez,Oncology,Houston,TX,Actiq,REP-S548,Serena Chen,TERR-S06,3,4,4,3,3,17,9.9653,25660.4,4.4689,0.03981,10.4107,synthetic
